,id,y,x1
292,292,9,0
293,293,2,0
294,294,0,0
295,295,4,0
296,296,0,0
297,297,0,0
298,298,2,0
299,299,8,0
300,300,4,0
301,301,7,0
302,302,1,0
303,303,2,0
304,304,4,0
305,305,0,0
306,306,2,0
307,307,7,0
308,308,4,0
309,309,3,0
310,310,3,0
311,311,0,0
312,312,0,0
313,313,3,0
314,314,1,0
315,315,9,0
316,316,6,0
317,317,5,0
318,318,2,0
319,319,5,0
320,320,9,0
321,321,2,0
322,322,9,0
323,323,3,0
324,324,0,0
325,325,4,0
326,326,2,0
327,327,0,0
328,328,7,0
329,329,1,0
330,330,1,0
331,331,2,0
332,332,1,0
333,333,5,0
334,334,3,0
335,335,3,0
336,336,9,0
337,337,7,0
338,338,8,0
339,339,6,0
340,340,5,0
341,341,6,0
342,342,1,0
343,343,3,0
344,344,8,0
345,345,1,0
346,346,0,0
347,347,5,0
348,348,1,0
349,349,3,0
350,350,1,0
351,351,5,0
352,352,5,0
353,353,6,0
354,354,1,0
355,355,8,0
356,356,5,0
357,357,1,0
358,358,7,0
359,359,9,0
360,360,4,0
361,361,6,0
362,362,2,0
363,363,2,0
364,364,5,0
365,365,0,0
366,366,6,0
367,367,5,0
368,368,6,0
369,369,3,0
370,370,7,0
371,371,2,0
372,372,0,0
373,373,8,0
374,374,8,0
375,375,5,0
376,376,4,0
377,377,1,0
378,378,1,0
379,379,4,0
380,380,0,0
381,381,3,0
382,382,3,0
383,383,7,0
384,384,6,0
385,385,1,0
386,386,6,0
387,387,2,0
388,388,1,0
389,389,9,0
390,390,2,0
391,391,8,0
392,392,6,0
393,393,1,0
394,394,9,0
395,395,5,0
396,396,2,0
397,397,5,0
398,398,4,0
399,399,4,0
400,400,2,0
401,401,8,0
402,402,3,0
403,403,8,0
404,404,2,0
405,405,4,0
406,406,5,0
407,407,0,0
408,408,3,0
409,409,1,0
410,410,7,0
411,411,7,0
412,412,5,0
413,413,7,0
414,414,9,0
415,415,7,0
416,416,1,0
417,417,9,0
418,418,2,0
419,419,1,0
420,420,4,0
421,421,2,0
422,422,9,0
423,423,2,0
424,424,0,0
425,425,4,0
426,426,9,0
427,427,1,0
428,428,4,0
429,429,8,0
430,430,1,0
431,431,8,0
432,432,4,0
433,433,5,0
434,434,9,0
435,435,8,0
436,436,8,0
437,437,3,0
438,438,7,0
439,439,6,0
440,440,0,0
441,441,0,0
442,442,3,0
443,443,0,0
444,444,2,0
445,445,6,0
446,446,6,0
447,447,4,0
448,448,9,0
449,449,3,0
450,450,3,0
451,451,3,0
452,452,2,0
453,453,3,0
454,454,9,0
455,455,1,0
456,456,2,0
457,457,6,0
458,458,8,0
459,459,0,0
460,460,5,0
461,461,6,0
462,462,6,0
463,463,6,0
464,464,3,0
465,465,8,0
466,466,8,0
467,467,2,0
468,468,7,0
469,469,5,0
470,470,8,0
471,471,9,0
472,472,6,0
473,473,1,0
474,474,8,0
475,475,4,0
476,476,1,0
477,477,2,0
478,478,5,0
479,479,9,0
480,480,1,0
481,481,9,0
482,482,7,0
483,483,5,0
484,484,4,0
485,485,0,0
486,486,8,0
487,487,9,0
488,488,9,0
489,489,1,0
490,490,0,0
491,491,5,0
492,492,2,0
493,493,3,0
494,494,7,0
495,495,8,0
496,496,9,0
497,497,4,0
498,498,0,0
499,499,6,0
500,500,3,0
501,501,9,0
502,502,5,0
503,503,2,0
504,504,1,0
505,505,3,0
506,506,1,0
507,507,3,0
508,508,6,0
509,509,5,0
510,510,7,0
511,511,4,0
512,512,2,0
513,513,2,0
514,514,6,0
515,515,3,0
516,516,2,0
517,517,6,0
518,518,5,0
519,519,4,0
520,520,8,0
521,521,9,0
522,522,7,0
523,523,1,0
524,524,3,0
525,525,0,0
526,526,3,0
527,527,8,0
528,528,3,0
529,529,1,0
530,530,9,0
531,531,3,0
532,532,4,0
533,533,4,0
534,534,6,0
535,535,4,0
536,536,2,0
537,537,1,0
538,538,8,0
539,539,2,0
540,540,5,0
541,541,4,0
542,542,8,0
543,543,8,0
544,544,4,0
545,545,0,0
546,546,0,0
547,547,2,0
548,548,3,0
549,549,2,0
550,550,7,0
551,551,7,0
552,552,0,0
553,553,8,0
554,554,7,0
555,555,4,0
556,556,4,0
557,557,7,0
558,558,9,0
559,559,6,0
560,560,9,0
561,561,0,0
562,562,9,0
563,563,8,0
564,564,0,0
565,565,4,0
566,566,6,0
567,567,0,0
568,568,6,0
569,569,3,0
570,570,5,0
571,571,4,0
572,572,8,0
573,573,3,0
574,574,3,0
575,575,9,0
576,576,3,0
577,577,3,0
578,578,3,0
579,579,7,0
580,580,8,0
581,581,0,0
582,582,8,0
583,583,2,0
584,584,1,0
585,585,7,0
586,586,0,0
587,587,6,0
588,588,5,0
589,589,4,0
590,590,3,0
591,591,8,0
592,592,0,0
593,593,9,0
594,594,6,0
595,595,3,0
596,596,8,0
597,597,0,0
598,598,9,0
599,599,9,0
600,600,6,0
601,601,8,0
602,602,6,0
603,603,8,0
604,604,5,0
605,605,7,0
606,606,8,0
607,607,6,0
608,608,0,0
609,609,2,0
610,610,4,0
611,611,0,0
612,612,2,0
613,613,2,0
614,614,3,0
615,615,1,0
616,616,9,0
617,617,7,0
618,618,5,0
619,619,1,0
620,620,0,0
621,621,8,0
622,622,4,0
623,623,6,0
624,624,2,0
625,625,6,0
626,626,7,0
627,627,9,0
628,628,3,0
629,629,2,0
630,630,9,0
631,631,8,0
632,632,2,0
633,633,2,0
634,634,9,0
635,635,2,0
636,636,7,0
637,637,3,0
638,638,5,0
639,639,9,0
640,640,1,0
641,641,8,0
642,642,0,0
643,643,2,0
644,644,0,0
645,645,5,0
646,646,2,0
647,647,1,0
648,648,3,0
649,649,7,0
650,650,6,0
651,651,7,0
652,652,1,0
653,653,2,0
654,654,5,0
655,655,8,0
656,656,0,0
657,657,3,0
658,658,7,0
659,659,2,0
660,660,4,0
661,661,0,0
662,662,9,0
663,663,1,0
664,664,8,0
665,665,6,0
666,666,7,0
667,667,7,0
668,668,4,0
669,669,3,0
670,670,4,0
671,671,9,0
672,672,1,0
673,673,9,0
674,674,5,0
675,675,1,0
676,676,7,0
677,677,3,0
678,678,9,0
679,679,7,0
680,680,6,0
681,681,9,0
682,682,1,0
683,683,3,0
684,684,7,0
685,685,8,0
686,686,3,0
687,687,3,0
688,688,6,0
689,689,7,0
690,690,2,0
691,691,8,0
692,692,5,0
693,693,8,0
694,694,5,0
695,695,1,0
696,696,1,0
697,697,4,0
698,698,4,0
699,699,3,0
700,700,1,0
701,701,0,0
702,702,7,0
703,703,7,0
704,704,0,0
705,705,7,0
706,706,9,0
707,707,4,0
708,708,4,0
709,709,8,0
710,710,5,0
711,711,5,0
712,712,4,0
713,713,0,0
714,714,8,0
715,715,2,0
716,716,1,0
717,717,0,0
718,718,8,0
719,719,4,0
720,720,5,0
721,721,0,0
722,722,4,0
723,723,0,0
724,724,6,0
725,725,1,0
726,726,7,0
727,727,3,0
728,728,2,0
729,729,6,0
730,730,7,0
731,731,2,0
732,732,6,0
733,733,9,0
734,734,3,0
735,735,1,0
736,736,4,0
737,737,6,0
738,738,2,0
739,739,5,0
740,740,4,0
741,741,2,0
742,742,0,0
743,743,6,0
744,744,2,0
745,745,1,0
746,746,7,0
747,747,3,0
748,748,4,0
749,749,1,0
750,750,0,0
751,751,5,0
752,752,4,0
753,753,3,0
754,754,1,0
755,755,1,0
756,756,7,0
757,757,4,0
758,758,9,0
759,759,9,0
760,760,4,0
761,761,8,0
762,762,4,0
763,763,0,0
764,764,2,0
765,765,4,0
766,766,5,0
767,767,1,0
768,768,1,0
769,769,6,0
770,770,4,0
771,771,7,0
772,772,1,0
773,773,9,0
774,774,4,0
775,775,2,0
776,776,4,0
777,777,1,0
778,778,5,0
779,779,5,0
780,780,3,0
781,781,8,0
782,782,3,0
783,783,1,0
784,784,4,0
785,785,5,0
786,786,6,0
787,787,8,0
788,788,9,0
789,789,4,0
790,790,1,0
791,791,5,0
792,792,3,0
793,793,8,0
794,794,0,0
795,795,3,0
796,796,2,0
797,797,5,0
798,798,1,0
799,799,2,0
800,800,8,0
801,801,3,0
802,802,4,0
803,803,4,0
804,804,0,0
805,805,8,0
806,806,8,0
807,807,3,0
808,808,3,0
809,809,1,0
810,810,7,0
811,811,3,0
812,812,5,0
813,813,9,0
814,814,6,0
815,815,3,0
816,816,2,0
817,817,6,0
818,818,1,0
819,819,3,0
820,820,6,0
821,821,0,0
822,822,7,0
823,823,2,0
824,824,1,0
825,825,7,0
826,826,1,0
827,827,4,0
828,828,2,0
829,829,4,0
830,830,2,0
831,831,1,0
832,832,7,0
833,833,9,0
834,834,6,0
835,835,1,0
836,836,1,0
837,837,2,0
838,838,4,0
839,839,8,0
840,840,1,0
841,841,7,0
842,842,7,0
843,843,4,0
844,844,8,0
845,845,0,0
846,846,7,0
847,847,3,0
848,848,1,0
849,849,3,0
850,850,1,0
851,851,0,0
852,852,7,0
853,853,7,0
854,854,0,0
855,855,3,0
856,856,5,0
857,857,5,0
858,858,2,0
859,859,7,0
860,860,6,0
861,861,6,0
862,862,9,0
863,863,2,0
864,864,8,0
865,865,3,0
866,866,5,0
867,867,2,0
868,868,2,0
869,869,5,0
870,870,6,0
871,871,0,0
872,872,8,0
873,873,2,0
874,874,9,0
875,875,2,0
876,876,8,0
877,877,8,0
878,878,8,0
879,879,8,0
880,880,7,0
881,881,4,0
882,882,9,0
883,883,3,0
884,884,0,0
885,885,6,0
886,886,6,0
887,887,3,0
888,888,2,0
889,889,1,0
890,890,3,0
891,891,2,0
892,892,2,0
893,893,9,0
894,894,3,0
895,895,0,0
896,896,0,0
897,897,5,0
898,898,7,0
899,899,8,0
900,900,1,0
901,901,4,0
902,902,4,0
903,903,6,0
904,904,0,0
905,905,2,0
906,906,9,0
907,907,1,0
908,908,4,0
909,909,7,0
910,910,4,0
911,911,7,0
912,912,3,0
913,913,9,0
914,914,8,0
915,915,8,0
916,916,4,0
917,917,7,0
918,918,1,0
919,919,2,0
920,920,1,0
921,921,2,0
922,922,2,0
923,923,3,0
924,924,2,0
925,925,3,0
926,926,2,0
927,927,3,0
928,928,9,0
929,929,1,0
930,930,7,0
931,931,4,0
932,932,0,0
933,933,3,0
934,934,5,0
935,935,5,0
936,936,8,0
937,937,6,0
938,938,3,0
939,939,2,0
940,940,6,0
941,941,7,0
942,942,6,0
943,943,6,0
944,944,3,0
945,945,2,0
946,946,7,0
947,947,8,0
948,948,1,0
949,949,1,0
950,950,7,0
951,951,5,0
952,952,6,0
953,953,4,0
954,954,9,0
955,955,5,0
956,956,1,0
957,957,3,0
958,958,3,0
959,959,4,0
960,960,7,0
961,961,8,0
962,962,9,0
963,963,1,0
964,964,1,0
965,965,6,0
966,966,9,0
967,967,1,0
968,968,4,0
969,969,4,0
970,970,5,0
971,971,4,0
972,972,0,0
973,973,6,0
974,974,2,0
975,975,2,0
976,976,3,0
977,977,1,0
978,978,5,0
979,979,1,0
980,980,2,0
981,981,0,0
982,982,3,0
983,983,8,0
984,984,1,0
985,985,2,0
986,986,6,0
987,987,7,0
988,988,1,0
989,989,6,0
990,990,2,0
991,991,3,0
992,992,9,0
993,993,0,0
994,994,1,0
995,995,2,0
996,996,2,0
997,997,0,0
998,998,8,0
999,999,9,0
1000,1000,9,0
1001,1001,0,0
1002,1002,2,0
1003,1003,5,0
1004,1004,1,0
1005,1005,9,0
1006,1006,7,0
1007,1007,8,0
1008,1008,1,0
1009,1009,0,0
1010,1010,4,0
1011,1011,1,0
1012,1012,7,0
1013,1013,9,0
1014,1014,6,0
1015,1015,4,0
1016,1016,2,0
1017,1017,6,0
1018,1018,8,0
1019,1019,1,0
1020,1020,3,0
1021,1021,7,0
1022,1022,5,0
1023,1023,4,0
1024,1024,4,0
1025,1025,1,0
1026,1026,8,0
1027,1027,1,0
1028,1028,3,0
1029,1029,8,0
1030,1030,1,0
1031,1031,2,0
1032,1032,5,0
1033,1033,8,0
1034,1034,0,0
1035,1035,6,0
1036,1036,2,0
1037,1037,1,0
1038,1038,1,0
1039,1039,7,0
1040,1040,1,0
1041,1041,5,0
1042,1042,3,0
1043,1043,4,0
1044,1044,6,0
1045,1045,9,0
1046,1046,5,0
1047,1047,0,0
1048,1048,9,0
1049,1049,2,0
1050,1050,2,0
1051,1051,4,0
1052,1052,8,0
1053,1053,2,0
1054,1054,1,0
1055,1055,7,0
1056,1056,2,0
1057,1057,4,0
1058,1058,9,0
1059,1059,4,0
1060,1060,4,0
1061,1061,0,0
1062,1062,3,0
1063,1063,9,0
1064,1064,2,0
1065,1065,2,0
1066,1066,3,0
1067,1067,3,0
1068,1068,8,0
1069,1069,3,0
1070,1070,5,0
1071,1071,7,0
1072,1072,3,0
1073,1073,5,0
1074,1074,8,0
1075,1075,1,0
1076,1076,2,0
1077,1077,4,0
1078,1078,4,0
1079,1079,6,0
1080,1080,4,0
1081,1081,9,0
1082,1082,5,0
1083,1083,1,0
1084,1084,0,0
1085,1085,6,0
1086,1086,9,0
1087,1087,5,0
1088,1088,9,0
1089,1089,5,0
1090,1090,9,0
1091,1091,7,0
1092,1092,3,0
1093,1093,8,0
1094,1094,0,0
1095,1095,3,0
1096,1096,7,0
1097,1097,1,0
1098,1098,3,0
1099,1099,6,0
1100,1100,7,0
1101,1101,8,0
1102,1102,5,0
1103,1103,9,0
1104,1104,7,0
1105,1105,9,0
1106,1106,6,0
1107,1107,9,0
1108,1108,6,0
1109,1109,3,0
1110,1110,7,0
1111,1111,4,0
1112,1112,4,0
1113,1113,5,0
1114,1114,3,0
1115,1115,5,0
1116,1116,4,0
1117,1117,7,0
1118,1118,8,0
1119,1119,7,0
1120,1120,8,0
1121,1121,0,0
1122,1122,7,0
1123,1123,6,0
1124,1124,8,0
1125,1125,8,0
1126,1126,7,0
1127,1127,3,0
1128,1128,3,0
1129,1129,1,0
1130,1130,9,0
1131,1131,5,0
1132,1132,2,0
1133,1133,7,0
1134,1134,3,0
1135,1135,5,0
1136,1136,1,0
1137,1137,1,0
1138,1138,2,0
1139,1139,1,0
1140,1140,4,0
1141,1141,7,0
1142,1142,4,0
1143,1143,7,0
1144,1144,5,0
1145,1145,4,0
1146,1146,5,0
1147,1147,4,0
1148,1148,0,0
1149,1149,8,0
1150,1150,3,0
1151,1151,6,0
1152,1152,9,0
1153,1153,6,0
1154,1154,0,0
1155,1155,2,0
1156,1156,7,0
1157,1157,4,0
1158,1158,4,0
1159,1159,4,0
1160,1160,4,0
1161,1161,6,0
1162,1162,6,0
1163,1163,4,0
1164,1164,7,0
1165,1165,9,0
1166,1166,3,0
1167,1167,4,0
1168,1168,5,0
1169,1169,5,0
1170,1170,8,0
1171,1171,7,0
1172,1172,3,0
1173,1173,7,0
1174,1174,2,0
1175,1175,7,0
1176,1176,0,0
1177,1177,2,0
1178,1178,4,0
1179,1179,1,0
1180,1180,1,0
1181,1181,6,0
1182,1182,6,0
1183,1183,9,0
1184,1184,2,0
1185,1185,8,0
1186,1186,7,0
1187,1187,2,0
1188,1188,0,0
1189,1189,1,0
1190,1190,5,0
1191,1191,0,0
1192,1192,9,0
1193,1193,1,0
1194,1194,7,0
1195,1195,0,0
1196,1196,6,0
1197,1197,0,0
1198,1198,8,0
1199,1199,6,0
1200,1200,8,0
1201,1201,1,0
1202,1202,8,0
1203,1203,0,0
1204,1204,3,0
1205,1205,3,0
1206,1206,7,0
1207,1207,2,0
1208,1208,3,0
1209,1209,6,0
1210,1210,2,0
1211,1211,1,0
1212,1212,6,0
1213,1213,1,0
1214,1214,1,0
1215,1215,3,0
1216,1216,7,0
1217,1217,9,0
1218,1218,0,0
1219,1219,8,0
1220,1220,0,0
1221,1221,5,0
1222,1222,4,0
1223,1223,0,0
1224,1224,2,0
1225,1225,8,0
1226,1226,7,0
1227,1227,2,0
1228,1228,9,0
1229,1229,8,0
1230,1230,4,0
1231,1231,0,0
1232,1232,9,0
1233,1233,5,0
1234,1234,8,0
1235,1235,5,0
1236,1236,1,0
1237,1237,2,0
1238,1238,1,0
1239,1239,3,0
1240,1240,1,0
1241,1241,7,0
1242,1242,4,0
1243,1243,5,0
1244,1244,7,0
1245,1245,2,0
1246,1246,0,0
1247,1247,9,0
1248,1248,8,0
1249,1249,8,0
1250,1250,6,0
1251,1251,2,0
1252,1252,5,0
1253,1253,4,0
1254,1254,1,0
1255,1255,9,0
1256,1256,2,0
1257,1257,1,0
1258,1258,5,0
1259,1259,8,0
1260,1260,7,0
1261,1261,0,0
1262,1262,2,0
1263,1263,4,0
1264,1264,4,0
1265,1265,3,0
1266,1266,6,0
1267,1267,8,0
1268,1268,8,0
1269,1269,2,0
1270,1270,4,0
1271,1271,0,0
1272,1272,5,0
1273,1273,0,0
1274,1274,4,0
1275,1275,4,0
1276,1276,7,0
1277,1277,9,0
1278,1278,3,0
1279,1279,4,0
1280,1280,1,0
1281,1281,5,0
1282,1282,9,0
1283,1283,7,0
1284,1284,3,0
1285,1285,5,0
1286,1286,8,0
1287,1287,8,0
1288,1288,0,0
1289,1289,5,0
1290,1290,3,0
1291,1291,3,0
1292,1292,6,0
1293,1293,6,0
1294,1294,0,0
1295,1295,1,0
1296,1296,6,0
1297,1297,0,0
1298,1298,3,0
1299,1299,5,0
1300,1300,4,0
1301,1301,4,0
1302,1302,1,0
1303,1303,2,0
1304,1304,9,0
1305,1305,1,0
1306,1306,4,0
1307,1307,6,0
1308,1308,9,0
1309,1309,9,0
1310,1310,3,0
1311,1311,9,0
1312,1312,8,0
1313,1313,4,0
1314,1314,4,0
1315,1315,3,0
1316,1316,1,0
1317,1317,3,0
1318,1318,1,0
1319,1319,8,0
1320,1320,8,0
1321,1321,7,0
1322,1322,9,0
1323,1323,4,0
1324,1324,8,0
1325,1325,8,0
1326,1326,7,0
1327,1327,9,0
1328,1328,7,0
1329,1329,1,0
1330,1330,4,0
1331,1331,5,0
1332,1332,6,0
1333,1333,0,0
1334,1334,5,0
1335,1335,2,0
1336,1336,2,0
1337,1337,2,0
1338,1338,1,0
1339,1339,5,0
1340,1340,5,0
1341,1341,2,0
1342,1342,4,0
1343,1343,9,0
1344,1344,6,0
1345,1345,2,0
1346,1346,7,0
1347,1347,7,0
1348,1348,2,0
1349,1349,2,0
1350,1350,1,0
1351,1351,1,0
1352,1352,2,0
1353,1353,8,0
1354,1354,3,0
1355,1355,7,0
1356,1356,2,0
1357,1357,4,0
1358,1358,1,0
1359,1359,7,0
1360,1360,1,0
1361,1361,7,0
1362,1362,6,0
1363,1363,7,0
1364,1364,8,0
1365,1365,2,0
1366,1366,7,0
1367,1367,3,0
1368,1368,1,0
1369,1369,7,0
1370,1370,5,0
1371,1371,8,0
1372,1372,2,0
1373,1373,6,0
1374,1374,2,0
1375,1375,2,0
1376,1376,5,0
1377,1377,6,0
1378,1378,5,0
1379,1379,0,0
1380,1380,9,0
1381,1381,2,0
1382,1382,4,0
1383,1383,3,0
1384,1384,3,0
1385,1385,9,0
1386,1386,7,0
1387,1387,6,0
1388,1388,6,0
1389,1389,8,0
1390,1390,0,0
1391,1391,4,0
1392,1392,1,0
1393,1393,5,0
1394,1394,8,0
1395,1395,2,0
1396,1396,9,0
1397,1397,1,0
1398,1398,8,0
1399,1399,0,0
1400,1400,6,0
1401,1401,7,0
1402,1402,2,0
1403,1403,1,0
1404,1404,0,0
1405,1405,5,0
1406,1406,5,0
1407,1407,2,0
1408,1408,0,0
1409,1409,2,0
1410,1410,2,0
1411,1411,0,0
1412,1412,2,0
1413,1413,4,0
1414,1414,9,0
1415,1415,8,0
1416,1416,0,0
1417,1417,9,0
1418,1418,9,0
1419,1419,4,0
1420,1420,6,0
1421,1421,5,0
1422,1422,4,0
1423,1423,9,0
1424,1424,1,0
1425,1425,8,0
1426,1426,3,0
1427,1427,4,0
1428,1428,9,0
1429,1429,9,0
1430,1430,1,0
1431,1431,2,0
1432,1432,2,0
1433,1433,8,0
1434,1434,1,0
1435,1435,9,0
1436,1436,6,0
1437,1437,4,0
1438,1438,0,0
1439,1439,9,0
1440,1440,4,0
1441,1441,8,0
1442,1442,3,0
1443,1443,8,0
1444,1444,6,0
1445,1445,0,0
1446,1446,2,0
1447,1447,5,0
1448,1448,1,0
1449,1449,9,0
1450,1450,6,0
1451,1451,2,0
1452,1452,9,0
1453,1453,4,0
1454,1454,0,0
1455,1455,9,0
1456,1456,6,0
1457,1457,0,0
1458,1458,6,0
1459,1459,2,0
1460,1460,5,0
1461,1461,4,0
1462,1462,2,0
1463,1463,3,0
1464,1464,8,0
1465,1465,4,0
1466,1466,5,0
1467,1467,5,0
1468,1468,0,0
1469,1469,3,0
1470,1470,8,0
1471,1471,5,0
1472,1472,3,0
1473,1473,5,0
1474,1474,8,0
1475,1475,6,0
1476,1476,5,0
1477,1477,7,0
1478,1478,6,0
1479,1479,3,0
1480,1480,3,0
1481,1481,9,0
1482,1482,6,0
1483,1483,1,0
1484,1484,1,0
1485,1485,2,0
1486,1486,9,0
1487,1487,0,0
1488,1488,4,0
1489,1489,3,0
1490,1490,3,0
1491,1491,6,0
1492,1492,9,0
1493,1493,5,0
1494,1494,7,0
1495,1495,3,0
1496,1496,7,0
1497,1497,7,0
1498,1498,7,0
1499,1499,8,0
1500,1500,7,0
1501,1501,9,0
1502,1502,8,0
1503,1503,3,0
1504,1504,0,0
1505,1505,7,0
1506,1506,2,0
1507,1507,7,0
1508,1508,9,0
1509,1509,4,0
1510,1510,5,0
1511,1511,4,0
1512,1512,9,0
1513,1513,3,0
1514,1514,2,0
1515,1515,1,0
1516,1516,4,0
1517,1517,0,0
1518,1518,2,0
1519,1519,3,0
1520,1520,7,0
1521,1521,5,0
1522,1522,7,0
1523,1523,8,0
1524,1524,8,0
1525,1525,5,0
1526,1526,0,0
1527,1527,1,0
1528,1528,1,0
1529,1529,4,0
1530,1530,8,0
1531,1531,3,0
1532,1532,9,0
1533,1533,0,0
1534,1534,0,0
1535,1535,0,0
1536,1536,6,0
1537,1537,6,0
1538,1538,2,0
1539,1539,3,0
1540,1540,7,0
1541,1541,8,0
1542,1542,4,0
1543,1543,7,0
1544,1544,7,0
1545,1545,9,0
1546,1546,2,0
1547,1547,4,0
1548,1548,1,0
1549,1549,4,0
1550,1550,5,0
1551,1551,2,0
1552,1552,4,0
1553,1553,9,0
1554,1554,9,0
1555,1555,1,0
1556,1556,8,0
1557,1557,4,0
1558,1558,0,0
1559,1559,9,0
1560,1560,8,0
1561,1561,4,0
1562,1562,8,0
1563,1563,7,0
1564,1564,7,0
1565,1565,0,0
1566,1566,7,0
1567,1567,8,0
1568,1568,8,0
1569,1569,6,0
1570,1570,0,0
1571,1571,4,0
1572,1572,8,0
1573,1573,8,0
1574,1574,2,0
1575,1575,4,0
1576,1576,7,0
1577,1577,6,0
1578,1578,6,0
1579,1579,6,0
1580,1580,4,0
1581,1581,7,0
1582,1582,1,0
1583,1583,8,0
1584,1584,8,0
1585,1585,2,0
1586,1586,3,0
1587,1587,6,0
1588,1588,3,0
1589,1589,0,0
1590,1590,0,0
1591,1591,3,0
1592,1592,7,0
1593,1593,6,0
1594,1594,9,0
1595,1595,7,0
1596,1596,9,0
1597,1597,9,0
