id,y
00320,9
00321,2
00322,9
00323,3
00324,0
00325,4
00326,2
00327,0
00328,7
00329,1
00330,1
00331,2
00332,1
00333,5
00334,3
00335,3
00336,9
00337,7
00338,8
00339,6
00340,5
00341,6
00342,1
00343,3
00344,8
00345,1
00346,0
00347,5
00348,1
00349,3
00350,1
00351,5
00352,5
00353,6
00354,1
00355,8
00356,5
00357,1
00358,7
00359,9
00360,4
00361,6
00362,2
00363,2
00364,5
00365,0
00366,6
00367,5
00368,6
00369,3
00370,7
00371,2
00372,0
00373,8
00374,8
00375,5
00376,4
00377,1
00378,1
00379,4
00380,0
00381,3
00382,3
00383,7
00384,6
00385,1
00386,6
00387,2
00388,1
00389,9
00390,2
00391,8
00392,6
00393,1
00394,9
00395,5
00396,2
00397,5
00398,4
00399,4
00400,2
00401,8
00402,3
00403,8
00404,2
00405,4
00406,5
00407,0
00408,3
00409,1
00410,7
00411,7
00412,5
00413,7
00414,9
00415,7
00416,1
00417,9
00418,2
00419,1
00420,4
00421,2
00422,9
00423,2
00424,0
00425,4
00426,9
00427,1
00428,4
00429,8
00430,1
00431,8
00432,4
00433,5
00434,9
00435,8
00436,8
00437,3
00438,7
00439,6
00440,0
00441,0
00442,3
00443,0
00444,2
00445,6
00446,6
00447,4
00448,9
00449,3
00450,3
00451,3
00452,2
00453,3
00454,9
00455,1
00456,2
00457,6
00458,8
00459,0
00460,5
00461,6
00462,6
00463,6
00464,3
00465,8
00466,8
00467,2
00468,7
00469,5
00470,8
00471,9
00472,6
00473,1
00474,8
00475,4
00476,1
00477,2
00478,5
00479,9
00480,1
00481,9
00482,7
00483,5
00484,4
00485,0
00486,8
00487,9
00488,9
00489,1
00490,0
00491,5
00492,2
00493,3
00494,7
00495,8
00496,9
00497,4
00498,0
00499,6
00500,3
00501,9
00502,5
00503,2
00504,1
00505,3
00506,1
00507,3
00508,6
00509,5
00510,7
00511,4
00512,2
00513,2
00514,6
00515,3
00516,2
00517,6
00518,5
00519,4
00520,8
00521,9
00522,7
00523,1
00524,3
00525,0
00526,3
00527,8
00528,3
00529,1
00530,9
00531,3
00532,4
00533,4
00534,6
00535,4
00536,2
00537,1
00538,8
00539,2
00540,5
00541,4
00542,8
00543,8
00544,4
00545,0
00546,0
00547,2
00548,3
00549,2
00550,7
00551,7
00552,0
00553,8
00554,7
00555,4
00556,4
00557,7
00558,9
00559,6
00560,9
00561,0
00562,9
00563,8
00564,0
00565,4
00566,6
00567,0
00568,6
00569,3
00570,5
00571,4
00572,8
00573,3
00574,3
00575,9
00576,3
00577,3
00578,3
00579,7
00580,8
00581,0
00582,8
00583,2
00584,1
00585,7
00586,0
00587,6
00588,5
00589,4
00590,3
00591,8
00592,0
00593,9
00594,6
00595,3
00596,8
00597,0
00598,9
00599,9
00600,6
00601,8
00602,6
00603,8
00604,5
00605,7
00606,8
00607,6
00608,0
00609,2
00610,4
00611,0
00612,2
00613,2
00614,3
00615,1
00616,9
00617,7
00618,5
00619,1
00620,0
00621,8
00622,4
00623,6
00624,2
00625,6
00626,7
00627,9
00628,3
00629,2
00630,9
00631,8
00632,2
00633,2
00634,9
00635,2
00636,7
00637,3
00638,5
00639,9
00640,1
00641,8
00642,0
00643,2
00644,0
00645,5
00646,2
00647,1
00648,3
00649,7
00650,6
00651,7
00652,1
00653,2
00654,5
00655,8
00656,0
00657,3
00658,7
00659,2
00660,4
00661,0
00662,9
00663,1
00664,8
00665,6
00666,7
00667,7
00668,4
00669,3
00670,4
00671,9
00672,1
00673,9
00674,5
00675,1
00676,7
00677,3
00678,9
00679,7
00680,6
00681,9
00682,1
00683,3
00684,7
00685,8
00686,3
00687,3
00688,6
00689,7
00690,2
00691,8
00692,5
00693,8
00694,5
00695,1
00696,1
00697,4
00698,4
00699,3
00700,1
00701,0
00702,7
00703,7
00704,0
00705,7
00706,9
00707,4
00708,4
00709,8
00710,5
00711,5
00712,4
00713,0
00714,8
00715,2
00716,1
00717,0
00718,8
00719,4
00720,5
00721,0
00722,4
00723,0
00724,6
00725,1
00726,7
00727,3
00728,2
00729,6
00730,7
00731,2
00732,6
00733,9
00734,3
00735,1
00736,4
00737,6
00738,2
00739,5
00740,4
00741,2
00742,0
00743,6
00744,2
00745,1
00746,7
00747,3
00748,4
00749,1
00750,0
00751,5
00752,4
00753,3
00754,1
00755,1
00756,7
00757,4
00758,9
00759,9
00760,4
00761,8
00762,4
00763,0
00764,2
00765,4
00766,5
00767,1
00768,1
00769,6
00770,4
00771,7
00772,1
00773,9
00774,4
00775,2
00776,4
00777,1
00778,5
00779,5
00780,3
00781,8
00782,3
00783,1
00784,4
00785,5
00786,6
00787,8
00788,9
00789,4
00790,1
00791,5
00792,3
00793,8
00794,0
00795,3
00796,2
00797,5
00798,1
00799,2
00800,8
00801,3
00802,4
00803,4
00804,0
00805,8
00806,8
00807,3
00808,3
00809,1
00810,7
00811,3
00812,5
00813,9
00814,6
00815,3
00816,2
00817,6
00818,1
00819,3
00820,6
00821,0
00822,7
00823,2
00824,1
00825,7
00826,1
00827,4
00828,2
00829,4
00830,2
00831,1
00832,7
00833,9
00834,6
00835,1
00836,1
00837,2
00838,4
00839,8
00840,1
00841,7
00842,7
00843,4
00844,8
00845,0
00846,7
00847,3
00848,1
00849,3
00850,1
00851,0
00852,7
00853,7
00854,0
00855,3
00856,5
00857,5
00858,2
00859,7
00860,6
00861,6
00862,9
00863,2
00864,8
00865,3
00866,5
00867,2
00868,2
00869,5
00870,6
00871,0
00872,8
00873,2
00874,9
00875,2
00876,8
00877,8
00878,8
00879,8
00880,7
00881,4
00882,9
00883,3
00884,0
00885,6
00886,6
00887,3
00888,2
00889,1
00890,3
00891,2
00892,2
00893,9
00894,3
00895,0
00896,0
00897,5
00898,7
00899,8
00900,1
00901,4
00902,4
00903,6
00904,0
00905,2
00906,9
00907,1
00908,4
00909,7
00910,4
00911,7
00912,3
00913,9
00914,8
00915,8
00916,4
00917,7
00918,1
00919,2
00920,1
00921,2
00922,2
00923,3
00924,2
00925,3
00926,2
00927,3
00928,9
00929,1
00930,7
00931,4
00932,0
00933,3
00934,5
00935,5
00936,8
00937,6
00938,3
00939,2
00940,6
00941,7
00942,6
00943,6
00944,3
00945,2
00946,7
00947,8
00948,1
00949,1
00950,7
00951,5
00952,6
00953,4
00954,9
00955,5
00956,1
00957,3
00958,3
00959,4
00960,7
00961,8
00962,9
00963,1
00964,1
00965,6
00966,9
00967,1
00968,4
00969,4
00970,5
00971,4
00972,0
00973,6
00974,2
00975,2
00976,3
00977,1
00978,5
00979,1
00980,2
00981,0
00982,3
00983,8
00984,1
00985,2
00986,6
00987,7
00988,1
00989,6
00990,2
00991,3
00992,9
00993,0
00994,1
00995,2
00996,2
00997,0
00998,8
00999,9
01000,9
01001,0
01002,2
01003,5
01004,1
01005,9
01006,7
01007,8
01008,1
01009,0
01010,4
01011,1
01012,7
01013,9
01014,6
01015,4
01016,2
01017,6
01018,8
01019,1
01020,3
01021,7
01022,5
01023,4
01024,4
01025,1
01026,8
01027,1
01028,3
01029,8
01030,1
01031,2
01032,5
01033,8
01034,0
01035,6
01036,2
01037,1
01038,1
01039,7
01040,1
01041,5
01042,3
01043,4
01044,6
01045,9
01046,5
01047,0
01048,9
01049,2
01050,2
01051,4
01052,8
01053,2
01054,1
01055,7
01056,2
01057,4
01058,9
01059,4
01060,4
01061,0
01062,3
01063,9
01064,2
01065,2
01066,3
01067,3
01068,8
01069,3
01070,5
01071,7
01072,3
01073,5
01074,8
01075,1
01076,2
01077,4
01078,4
01079,6
01080,4
01081,9
01082,5
01083,1
01084,0
01085,6
01086,9
01087,5
01088,9
01089,5
01090,9
01091,7
01092,3
01093,8
01094,0
01095,3
01096,7
01097,1
01098,3
01099,6
01100,7
01101,8
01102,5
01103,9
01104,7
01105,9
01106,6
01107,9
01108,6
01109,3
01110,7
01111,4
01112,4
01113,5
01114,3
01115,5
01116,4
01117,7
01118,8
01119,7
01120,8
01121,0
01122,7
01123,6
01124,8
01125,8
01126,7
01127,3
01128,3
01129,1
01130,9
01131,5
01132,2
01133,7
01134,3
01135,5
01136,1
01137,1
01138,2
01139,1
01140,4
01141,7
01142,4
01143,7
01144,5
01145,4
01146,5
01147,4
01148,0
01149,8
01150,3
01151,6
01152,9
01153,6
01154,0
01155,2
01156,7
01157,4
01158,4
01159,4
01160,4
01161,6
01162,6
01163,4
01164,7
01165,9
01166,3
01167,4
01168,5
01169,5
01170,8
01171,7
01172,3
01173,7
01174,2
01175,7
01176,0
01177,2
01178,4
01179,1
01180,1
01181,6
01182,6
01183,9
01184,2
01185,8
01186,7
01187,2
01188,0
01189,1
01190,5
01191,0
01192,9
01193,1
01194,7
01195,0
01196,6
01197,0
01198,8
01199,6
01200,8
01201,1
01202,8
01203,0
01204,3
01205,3
01206,7
01207,2
01208,3
01209,6
01210,2
01211,1
01212,6
01213,1
01214,1
01215,3
01216,7
01217,9
01218,0
01219,8
01220,0
01221,5
01222,4
01223,0
01224,2
01225,8
01226,7
01227,2
01228,9
01229,8
01230,4
01231,0
01232,9
01233,5
01234,8
01235,5
01236,1
01237,2
01238,1
01239,3
01240,1
01241,7
01242,4
01243,5
01244,7
01245,2
01246,0
01247,9
01248,8
01249,8
01250,6
01251,2
01252,5
01253,4
01254,1
01255,9
01256,2
01257,1
01258,5
01259,8
01260,7
01261,0
01262,2
01263,4
01264,4
01265,3
01266,6
01267,8
01268,8
01269,2
01270,4
01271,0
01272,5
01273,0
01274,4
01275,4
01276,7
01277,9
01278,3
01279,4
01280,1
01281,5
01282,9
01283,7
01284,3
01285,5
01286,8
01287,8
01288,0
01289,5
01290,3
01291,3
01292,6
01293,6
01294,0
01295,1
01296,6
01297,0
01298,3
01299,5
01300,4
01301,4
01302,1
01303,2
01304,9
01305,1
01306,4
01307,6
01308,9
01309,9
01310,3
01311,9
01312,8
01313,4
01314,4
01315,3
01316,1
01317,3
01318,1
01319,8
01320,8
01321,7
01322,9
01323,4
01324,8
01325,8
01326,7
01327,9
01328,7
01329,1
01330,4
01331,5
01332,6
01333,0
01334,5
01335,2
01336,2
01337,2
01338,1
01339,5
01340,5
01341,2
01342,4
01343,9
01344,6
01345,2
01346,7
01347,7
01348,2
01349,2
01350,1
01351,1
01352,2
01353,8
01354,3
01355,7
01356,2
01357,4
01358,1
01359,7
01360,1
01361,7
01362,6
01363,7
01364,8
01365,2
01366,7
01367,3
01368,1
01369,7
01370,5
01371,8
01372,2
01373,6
01374,2
01375,2
01376,5
01377,6
01378,5
01379,0
01380,9
01381,2
01382,4
01383,3
01384,3
01385,9
01386,7
01387,6
01388,6
01389,8
01390,0
01391,4
01392,1
01393,5
01394,8
01395,2
01396,9
01397,1
01398,8
01399,0
01400,6
01401,7
01402,2
01403,1
01404,0
01405,5
01406,5
01407,2
01408,0
01409,2
01410,2
01411,0
01412,2
01413,4
01414,9
01415,8
01416,0
01417,9
01418,9
01419,4
01420,6
01421,5
01422,4
01423,9
01424,1
01425,8
01426,3
01427,4
01428,9
01429,9
01430,1
01431,2
01432,2
01433,8
01434,1
01435,9
01436,6
01437,4
01438,0
01439,9
01440,4
01441,8
01442,3
01443,8
01444,6
01445,0
01446,2
01447,5
01448,1
01449,9
01450,6
01451,2
01452,9
01453,4
01454,0
01455,9
01456,6
01457,0
01458,6
01459,2
01460,5
01461,4
01462,2
01463,3
01464,8
01465,4
01466,5
01467,5
01468,0
01469,3
01470,8
01471,5
01472,3
01473,5
01474,8
01475,6
01476,5
01477,7
01478,6
01479,3
01480,3
01481,9
01482,6
01483,1
01484,1
01485,2
01486,9
01487,0
01488,4
01489,3
01490,3
01491,6
01492,9
01493,5
01494,7
01495,3
01496,7
01497,7
01498,7
01499,8
01500,7
01501,9
01502,8
01503,3
01504,0
01505,7
01506,2
01507,7
01508,9
01509,4
01510,5
01511,4
01512,9
01513,3
01514,2
01515,1
01516,4
01517,0
01518,2
01519,3
01520,7
01521,5
01522,7
01523,8
01524,8
01525,5
01526,0
01527,1
01528,1
01529,4
01530,8
01531,3
01532,9
01533,0
01534,0
01535,0
01536,6
01537,6
01538,2
01539,3
01540,7
01541,8
01542,4
01543,7
01544,7
01545,9
01546,2
01547,4
01548,1
01549,4
01550,5
01551,2
01552,4
01553,9
01554,9
01555,1
01556,8
01557,4
01558,0
01559,9
01560,8
01561,4
01562,8
01563,7
01564,7
01565,0
01566,7
01567,8
01568,8
01569,6
01570,0
01571,4
01572,8
01573,8
01574,2
01575,4
01576,7
01577,6
01578,6
01579,6
01580,4
01581,7
01582,1
01583,8
01584,8
01585,2
01586,3
01587,6
01588,3
01589,0
01590,0
01591,3
01592,7
01593,6
01594,9
01595,7
01596,9
01597,9
01598,5
01599,4
01600,3
01601,3
01602,6
01603,1
01604,2
01605,3
01606,7
01607,3
01608,3
01609,2
01610,0
01611,3
01612,3
01613,8
01614,4
01615,3
01616,6
01617,3
01618,5
01619,0
01620,2
01621,0
01622,9
01623,0
01624,7
01625,4
01626,6
01627,9
01628,3
01629,5
01630,1
01631,9
01632,6
01633,1
01634,4
01635,5
01636,4
01637,5
01638,0
01639,5
01640,9
01641,5
01642,2
01643,1
01644,2
01645,9
01646,1
01647,9
01648,9
01649,4
01650,0
01651,8
01652,4
01653,5
01654,2
01655,9
01656,2
01657,1
01658,2
01659,1
01660,7
01661,3
01662,6
01663,8
01664,8
01665,4
01666,9
01667,1
01668,9
01669,8
01670,5
01671,7
01672,5
01673,1
01674,1
01675,8
01676,6
01677,5
01678,2
01679,4
01680,4
01681,3
01682,2
01683,3
01684,5
01685,6
01686,8
01687,8
01688,6
01689,2
01690,3
01691,1
01692,0
01693,5
01694,8
01695,9
01696,2
01697,9
01698,6
01699,7
01700,0
01701,4
01702,8
01703,7
01704,1
01705,7
01706,4
01707,1
01708,0
01709,9
01710,7
01711,2
01712,0
01713,0
01714,9
01715,1
01716,7
01717,8
01718,7
01719,8
01720,4
01721,7
01722,2
01723,0
01724,4
01725,6
01726,0
01727,3
01728,1
01729,1
01730,3
01731,3
01732,9
01733,6
01734,7
01735,4
01736,1
01737,5
01738,3
01739,0
01740,8
01741,7
01742,3
01743,9
01744,6
01745,9
01746,3
01747,5
01748,0
01749,2
01750,7
01751,4
01752,5
01753,1
01754,7
01755,5
01756,8
01757,0
01758,8
01759,8
01760,1
01761,5
01762,0
01763,3
01764,0
01765,3
01766,1
01767,4
01768,0
01769,3
01770,7
01771,2
01772,7
01773,1
01774,8
01775,0
01776,7
01777,0
01778,4
01779,3
01780,1
01781,9
01782,8
01783,7
01784,7
01785,1
01786,4
01787,9
01788,9
01789,3
01790,2
01791,1
01792,7
01793,9
01794,0
01795,2
01796,0
01797,3
01798,3
01799,7
01800,6
01801,9
01802,2
01803,3
01804,3
01805,7
01806,7
01807,0
01808,0
01809,7
01810,5
01811,2
01812,9
01813,8
01814,7
01815,4
01816,4
01817,2
01818,6
01819,6
01820,1
01821,9
01822,6
01823,8
01824,2
01825,9
01826,0
01827,8
01828,3
01829,1
01830,1
01831,6
01832,3
01833,5
01834,1
01835,1
01836,1
01837,3
01838,1
01839,2
01840,3
01841,0
01842,2
01843,0
01844,1
01845,3
01846,5
01847,5
01848,7
01849,4
01850,8
01851,9
01852,6
01853,9
01854,6
01855,8
01856,3
01857,6
01858,6
01859,8
01860,5
01861,1
01862,4
01863,2
01864,4
01865,4
01866,5
01867,1
01868,1
01869,9
01870,0
01871,2
01872,4
01873,9
01874,5
01875,7
01876,1
01877,8
01878,8
01879,5
01880,6
01881,9
01882,8
01883,7
01884,1
01885,1
01886,6
01887,7
01888,6
01889,3
01890,2
01891,2
01892,0
01893,8
01894,9
01895,2
01896,5
01897,1
01898,0
01899,8
01900,1
01901,9
01902,5
01903,7
01904,9
01905,6
01906,9
01907,0
01908,6
01909,1
01910,5
01911,5
01912,8
01913,3
01914,8
01915,2
01916,6
01917,5
01918,0
01919,7
01920,4
01921,6
01922,1
01923,3
01924,4
01925,7
01926,3
01927,2
01928,3
01929,4
01930,2
01931,5
01932,2
01933,7
01934,1
01935,7
01936,2
01937,6
01938,4
01939,1
01940,5
01941,7
01942,8
01943,6
01944,0
01945,1
01946,8
01947,2
01948,5
01949,7
01950,7
01951,6
01952,9
01953,3
01954,5
01955,8
01956,4
01957,2
01958,4
01959,0
01960,8
01961,8
01962,3
01963,4
01964,9
01965,2
01966,7
01967,5
01968,8
01969,6
01970,5
01971,6
01972,0
01973,8
01974,6
01975,7
01976,3
01977,6
01978,4
01979,9
01980,4
01981,6
01982,6
01983,3
01984,2
01985,4
01986,1
01987,0
01988,1
01989,4
01990,6
01991,2
01992,9
01993,1
01994,1
01995,0
01996,6
01997,3
01998,9
01999,5
02000,6
02001,5
02002,6
02003,5
02004,8
02005,4
02006,6
02007,4
02008,3
02009,9
02010,1
02011,3
02012,4
02013,1
02014,9
02015,1
02016,7
02017,1
02018,1
02019,9
02020,3
02021,5
02022,4
02023,0
02024,7
02025,3
02026,6
02027,1
02028,7
02029,5
02030,5
02031,3
02032,3
02033,0
02034,1
02035,5
02036,7
02037,5
02038,8
02039,6
02040,5
02041,1
02042,0
02043,4
02044,2
02045,3
02046,4
02047,6
02048,7
02049,9
02050,8
02051,1
02052,8
02053,4
02054,9
02055,2
02056,8
02057,6
02058,2
02059,7
02060,0
02061,0
02062,6
02063,7
02064,5
02065,8
02066,6
02067,0
02068,9
02069,3
02070,7
02071,1
02072,3
02073,5
02074,4
02075,3
02076,3
02077,5
02078,5
02079,6
02080,3
02081,0
02082,2
02083,3
02084,4
02085,2
02086,3
02087,0
02088,9
02089,9
02090,4
02091,7
02092,2
02093,8
02094,4
02095,7
02096,0
02097,6
02098,2
02099,8
02100,5
02101,2
02102,8
02103,5
02104,7
02105,3
02106,0
02107,8
02108,2
02109,3
02110,2
02111,8
02112,2
02113,5
02114,5
02115,7
02116,6
02117,4
02118,6
02119,8
02120,4
02121,8
02122,2
02123,7
02124,4
02125,5
02126,2
02127,0
02128,3
02129,9
02130,4
02131,6
02132,7
02133,2
02134,5
02135,6
02136,1
02137,1
02138,2
02139,3
02140,6
02141,7
02142,8
02143,7
02144,6
02145,4
02146,8
02147,9
02148,4
02149,8
02150,6
02151,3
02152,8
02153,3
02154,1
02155,0
02156,6
02157,2
02158,2
02159,5
02160,6
02161,9
02162,5
02163,8
02164,1
02165,4
02166,1
02167,7
02168,8
02169,4
02170,6
02171,1
02172,8
02173,4
02174,3
02175,1
02176,2
02177,8
02178,0
02179,8
02180,5
02181,9
02182,1
02183,4
02184,2
02185,0
02186,2
02187,7
02188,0
02189,9
02190,0
02191,2
02192,5
02193,7
02194,6
02195,7
02196,9
02197,4
02198,2
02199,6
02200,2
02201,4
02202,4
02203,8
02204,0
02205,4
02206,4
02207,5
02208,8
02209,0
02210,6
02211,8
02212,9
02213,8
02214,5
02215,6
02216,9
02217,0
02218,4
02219,8
02220,7
02221,1
02222,3
02223,4
02224,5
02225,8
02226,0
02227,9
02228,1
02229,3
02230,3
02231,6
02232,9
02233,8
02234,7
02235,1
02236,0
02237,5
02238,7
02239,1
02240,7
02241,5
02242,2
02243,7
02244,9
02245,1
02246,8
02247,5
02248,2
02249,4
02250,9
02251,4
02252,7
02253,2
02254,2
02255,3
02256,4
02257,9
02258,1
02259,9
02260,2
02261,1
02262,7
02263,9
02264,4
02265,4
02266,1
02267,6
02268,7
02269,2
02270,7
02271,8
02272,8
02273,1
02274,9
02275,7
02276,1
02277,1
02278,7
02279,5
02280,3
02281,3
02282,5
02283,1
02284,3
02285,7
02286,6
02287,1
02288,3
02289,8
02290,7
02291,5
02292,9
02293,9
02294,0
02295,0
02296,2
02297,8
02298,8
02299,2
02300,3
02301,7
02302,1
02303,3
02304,0
02305,3
02306,4
02307,4
02308,3
02309,8
02310,9
02311,2
02312,3
02313,9
02314,7
02315,1
02316,1
02317,7
02318,0
02319,4
02320,9
02321,6
02322,5
02323,9
02324,1
02325,7
02326,0
02327,2
02328,0
02329,0
02330,4
02331,6
02332,7
02333,0
02334,7
02335,1
02336,4
02337,6
02338,4
02339,5
02340,4
02341,9
02342,9
02343,1
02344,7
02345,9
02346,5
02347,3
02348,3
02349,8
02350,2
02351,3
02352,6
02353,2
02354,2
02355,1
02356,1
02357,1
02358,1
02359,1
02360,6
02361,9
02362,8
02363,4
02364,3
02365,7
02366,1
02367,6
02368,4
02369,5
02370,0
02371,4
02372,7
02373,4
02374,2
02375,4
02376,0
02377,7
02378,0
02379,1
02380,9
02381,8
02382,8
02383,6
02384,0
02385,0
02386,4
02387,9
02388,6
02389,8
02390,2
02391,2
02392,3
02393,8
02394,4
02395,8
02396,2
02397,2
02398,1
02399,7
02400,5
02401,4
02402,4
02403,0
02404,4
02405,3
02406,9
02407,7
02408,3
02409,1
02410,0
02411,1
02412,2
02413,5
02414,9
02415,2
02416,1
02417,0
02418,1
02419,8
02420,9
02421,1
02422,6
02423,8
02424,3
02425,8
02426,9
02427,3
02428,6
02429,2
02430,8
02431,3
02432,2
02433,2
02434,1
02435,0
02436,4
02437,2
02438,9
02439,2
02440,4
02441,3
02442,7
02443,9
02444,1
02445,5
02446,2
02447,4
02448,9
02449,0
02450,3
02451,8
02452,5
02453,3
02454,6
02455,0
02456,9
02457,4
02458,6
02459,2
02460,5
02461,0
02462,2
02463,7
02464,4
02465,6
02466,6
02467,8
02468,6
02469,6
02470,8
02471,6
02472,9
02473,1
02474,7
02475,2
02476,5
02477,9
02478,9
02479,0
02480,7
02481,2
02482,7
02483,6
02484,7
02485,0
02486,6
02487,5
02488,2
02489,4
02490,7
02491,2
02492,0
02493,9
02494,9
02495,2
02496,2
02497,9
02498,4
02499,4
02500,2
02501,3
02502,3
02503,2
02504,1
02505,7
02506,0
02507,7
02508,6
02509,4
02510,1
02511,3
02512,8
02513,7
02514,4
02515,5
02516,9
02517,2
02518,5
02519,1
02520,8
02521,7
02522,3
02523,7
02524,1
02525,5
02526,5
02527,0
02528,9
02529,1
02530,4
02531,0
02532,6
02533,3
02534,3
02535,6
02536,0
02537,4
02538,9
02539,7
02540,5
02541,1
02542,6
02543,8
02544,9
02545,5
02546,5
02547,7
02548,9
02549,3
02550,8
02551,3
02552,8
02553,1
02554,5
02555,3
02556,5
02557,0
02558,5
02559,5
02560,3
02561,8
02562,6
02563,7
02564,7
02565,7
02566,3
02567,7
02568,0
02569,5
02570,9
02571,0
02572,2
02573,5
02574,5
02575,3
02576,1
02577,7
02578,7
02579,8
02580,6
02581,5
02582,9
02583,3
02584,8
02585,9
02586,5
02587,3
02588,7
02589,9
02590,1
02591,7
02592,0
02593,0
02594,3
02595,7
02596,2
02597,5
02598,8
02599,1
02600,8
02601,6
02602,2
02603,9
02604,5
02605,7
02606,5
02607,7
02608,8
02609,6
02610,2
02611,5
02612,1
02613,4
02614,8
02615,4
02616,5
02617,8
02618,3
02619,0
02620,6
02621,2
02622,7
02623,3
02624,3
02625,2
02626,1
02627,0
02628,7
02629,3
02630,4
02631,0
02632,3
02633,9
02634,3
02635,2
02636,8
02637,9
02638,0
02639,3
02640,8
02641,0
02642,7
02643,6
02644,5
02645,4
02646,7
02647,3
02648,9
02649,0
02650,8
02651,6
02652,2
02653,5
02654,6
02655,1
02656,0
02657,0
02658,4
02659,4
02660,0
02661,1
02662,2
02663,3
02664,2
02665,7
02666,7
02667,8
02668,5
02669,2
02670,5
02671,7
02672,6
02673,9
02674,1
02675,4
02676,1
02677,6
02678,4
02679,2
02680,4
02681,3
02682,5
02683,4
02684,3
02685,9
02686,5
02687,0
02688,1
02689,5
02690,3
02691,8
02692,9
02693,1
02694,9
02695,7
02696,9
02697,5
02698,5
02699,2
02700,7
02701,4
02702,6
02703,0
02704,1
02705,1
02706,1
02707,0
02708,4
02709,4
02710,7
02711,6
02712,3
02713,0
02714,0
02715,4
02716,3
02717,0
02718,6
02719,1
02720,9
02721,6
02722,1
02723,3
02724,8
02725,1
02726,2
02727,5
02728,6
02729,2
02730,7
02731,3
02732,6
02733,0
02734,1
02735,9
02736,7
02737,6
02738,6
02739,8
02740,9
02741,2
02742,9
02743,5
02744,8
02745,3
02746,1
02747,0
02748,0
02749,7
02750,6
02751,6
02752,2
02753,1
02754,6
02755,9
02756,3
02757,1
02758,8
02759,6
02760,9
02761,0
02762,6
02763,0
02764,0
02765,0
02766,6
02767,3
02768,5
02769,9
02770,3
02771,4
02772,5
02773,5
02774,8
02775,5
02776,3
02777,0
02778,4
02779,0
02780,2
02781,9
02782,6
02783,8
02784,2
02785,3
02786,1
02787,2
02788,1
02789,1
02790,5
02791,6
02792,9
02793,8
02794,0
02795,6
02796,6
02797,5
